Fiscal Year,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score
2024,430005,PRAIRIE LAKES HEALTHCARE SYSTEM  INC,401 9TH AVENUE NW  POST OFFICE BOX 1210,WATERTOWN,SD,57201,CODINGTON,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,10 out of 10,0.717,0,1.750,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.000,0.339,4 out of 10,0 out of 9,4 out of 10
2024,430008,BROOKINGS HEALTH SYSTEM,300 22ND AVE,BROOKINGS,SD,57006,BROOKINGS,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,Not Available,0.747,0 out of 10,Not Available,0 out of 10
2024,430012,AVERA SACRED HEART HOSPITAL,501 SUMMIT ST,YANKTON,SD,57078,YANKTON,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.398,0.833,0 out of 10,0 out of 9,0 out of 10
2024,430014,AVERA ST LUKES,305 S STATE ST  POST OFFICE BOX 4450,ABERDEEN,SD,57401,BROWN,0.589,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.65,0,0.000,1.861,0 out of 10,0 out of 9,0 out of 10,10 out of 10,0.717,0,0.613,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.623,0.426,2 out of 10,3 out of 9,3 out of 10
2024,430015,AVERA ST MARY'S HOSPITAL,801 E SIOUX,PIERRE,SD,57501,HUGHES,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.733,0.821,0 out of 10,0 out of 9,0 out of 10
2024,430016,AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,1325 S CLIFF AVE  POST OFFICE BOX 5045,SIOUX FALLS,SD,57117,MINNEHAHA,0.589,0,0.874,3.018,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.643,0.678,0 out of 10,0 out of 9,0 out of 10,2 out of 10,0.717,0,1.221,0.972,0 out of 10,2 out of 9,2 out of 10,0.738,0,0.000,0.871,0 out of 10,0 out of 9,0 out of 10,0.726,0,0.637,0.645,2 out of 10,0 out of 9,2 out of 10,0.52,0.014,0.518,0.443,2 out of 10,1 out of 9,2 out of 10
2024,430048,MONUMENT HEALTH SPEARFISH HOSPITAL,1440 N MAIN ST,SPEARFISH,SD,57783,LAWRENCE,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,Not Available,0.871,0 out of 10,Not Available,0 out of 10
2024,430077,MONUMENT HEALTH RAPID CITY HOSPITAL,353 FAIRMONT BLVD,RAPID CITY,SD,57701,PENNINGTON,0.589,0,0.804,0.239,6 out of 10,7 out of 9,7 out of 10,0.65,0,1.013,0.722,0 out of 10,2 out of 9,2 out of 10,1 out of 10,0.717,0,1.441,1.250,0 out of 10,1 out of 9,1 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.448,0.801,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.840,0.357,3 out of 10,5 out of 9,5 out of 10
2024,430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,4500 W 69TH ST,SIOUX FALLS,SD,57108,LINCOLN,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.357,0.443,2 out of 10,0 out of 9,2 out of 10
2024,430097,SANFORD MEDICAL CENTER ABERDEEN,2905 3RD AVE SE,ABERDEEN,SD,57402,BROWN,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.770,0.834,0 out of 10,5 out of 9,5 out of 10
2024,440002,JACKSON-MADISON COUNTY GENERAL HOSPITAL,620 SKYLINE DRIVE,JACKSON,TN,38301,MADISON,0.589,0,1.173,0.491,2 out of 10,5 out of 9,5 out of 10,0.65,0,1.097,0.705,0 out of 10,3 out of 9,3 out of 10,5 out of 10,0.717,0,1.188,0.693,1 out of 10,4 out of 9,4 out of 10,0.738,0,1.971,0.000,10 out of 10,9 out of 9,10 out of 10,0.726,0,1.507,1.528,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.597,0.372,3 out of 10,3 out of 9,3 out of 10
2024,440003,SUMNER REGIONAL MEDICAL CENTER,555 HARTSVILLE PIKE,GALLATIN,TN,37066,SUMNER,0.589,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.65,0,1.588,0.351,5 out of 10,7 out of 9,7 out of 10,0 out of 10,0.717,0,0.000,1.929,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,4.029,2.593,0 out of 10,3 out of 9,3 out of 10,0.52,0.014,0.710,0.633,0 out of 10,1 out of 9,1 out of 10
2024,440006,TRISTAR SKYLINE MEDICAL CENTER,3441 DICKERSON PIKE,NASHVILLE,TN,37207,DAVIDSON,0.589,0,0.753,0.219,6 out of 10,7 out of 9,7 out of 10,0.65,0,0.567,0.076,8 out of 10,8 out of 9,8 out of 10,0 out of 10,0.717,0,0.255,1.294,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.788,0.461,4 out of 10,4 out of 9,4 out of 10,0.52,0.014,0.318,0.197,6 out of 10,3 out of 9,6 out of 10
2024,440007,UNITY MEDICAL CENTER,481 INTERSTATE DRIVE,MANCHESTER,TN,37355,COFFEE,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,Not Available,Not Available,Not Available,Not Available,Not Available
2024,440009,CUMBERLAND MEDICAL CENTER,421 S MAIN ST,CROSSVILLE,TN,38555,CUMBERLAND,0.589,0,0.689,1.045,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.832,0 out of 10,Not Available,0 out of 10,0.52,0.014,0.112,0.000,10 out of 10,9 out of 9,10 out of 10
2024,440011,BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,37804,BLOUNT,0.589,0,0.754,1.135,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.482,0.518,2 out of 10,0 out of 9,2 out of 10,0 out of 10,0.717,0,0.278,1.013,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,2.874,1.506,0 out of 10,4 out of 9,4 out of 10,0.52,0.014,0.575,0.634,0 out of 10,0 out of 9,0 out of 10
2024,440012,WELLMONT BRISTOL REGIONAL MEDICAL CENTER,ONE MEDICAL PARK BLVD,BRISTOL,TN,37620,SULLIVAN,0.589,0,0.393,0.677,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.837,0.919,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.846,1.538,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.957,2.086,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.659,0.371,3 out of 10,4 out of 9,4 out of 10
2024,440015,UNIVERSITY HEALTH SYSTEM  INC,1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,KNOX,0.589,0,0.368,0.696,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.630,0.942,0 out of 10,0 out of 9,0 out of 10,6 out of 10,0.717,0,1.427,0.291,6 out of 10,7 out of 9,7 out of 10,0.738,0,0.446,0.690,1 out of 10,0 out of 9,1 out of 10,0.726,0,0.496,1.097,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.579,0.761,0 out of 10,0 out of 9,0 out of 10
2024,440017,WELLMONT HOLSTON VALLEY MEDICAL CENTER,130 WEST RAVINE ROAD,KINGSPORT,TN,37662,SULLIVAN,0.589,0,0.734,0.836,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.315,0.367,4 out of 10,0 out of 9,4 out of 10,4 out of 10,0.717,0,1.705,0.946,0 out of 10,4 out of 9,4 out of 10,0.738,0,1.116,Not Available,Not Available,Not Available,Not Available,0.726,0,0.820,1.705,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.624,0.750,0 out of 10,0 out of 9,0 out of 10
2024,440018,SYCAMORE SHOALS HOSPITAL,1501 WEST ELK AVENUE,ELIZABETHTON,TN,37643,CARTER,0.589,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.65,0,0.000,0.590,1 out of 10,0 out of 9,1 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.596,0.371,3 out of 10,3 out of 9,3 out of 10
2024,440020,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,1265 E COLLEGE ST,PULASKI,TN,38478,GILES,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.219,0.857,0 out of 10,0 out of 9,0 out of 10
2024,440029,WILLIAMSON MEDICAL CENTER,4321 CAROTHERS PARKWAY,FRANKLIN,TN,37067,WILLIAMSON,0.589,0,0.420,2.116,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.000,1.499,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.506,2.013,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,0.668,1 out of 10,0 out of 9,1 out of 10,0.52,0.014,0.878,0.419,2 out of 10,5 out of 9,5 out of 10
2024,440030,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,908 W 4TH NORTH ST,MORRISTOWN,TN,37814,HAMBLEN,0.589,0,0.000,1.492,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.609,0.369,4 out of 10,3 out of 9,4 out of 10,5 out of 10,0.717,0,0.000,0.586,2 out of 10,0 out of 9,2 out of 10,0.738,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.726,0,0.707,0.513,3 out of 10,2 out of 9,3 out of 10,0.52,0.014,0.113,0.099,8 out of 10,1 out of 9,8 out of 10
2024,440031,ROANE MEDICAL CENTER,8045 ROANE MEDICAL CENTER DRIVE,HARRIMAN,TN,37748,ROANE,0.589,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.65,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,Not Available,0.717,0,0.665,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.199,0.160,7 out of 10,2 out of 9,7 out of 10
2024,440033,LAFOLLETTE MEDICAL CENTER,923 EAST CENTRAL AVENUE,LA FOLLETTE,TN,37766,CAMPBELL,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.000,1.031,0 out of 10,0 out of 9,0 out of 10
2024,440034,METHODIST MEDICAL CENTER OF OAK RIDGE,990 OAK RIDGE TURNPIKE BOX 529,OAK RIDGE,TN,37830,ANDERSON,0.589,0,0.215,0.000,10 out of 10,9 out of 9,10 out of 10,0.65,0,0.791,0.352,5 out of 10,5 out of 9,5 out of 10,1 out of 10,0.717,0,1.370,1.171,0 out of 10,1 out of 9,1 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.533,1.212,0 out of 10,2 out of 9,2 out of 10,0.52,0.014,0.142,0.101,8 out of 10,3 out of 9,8 out of 10
2024,440035,TENNOVA HEALTHCARE-CLARKSVILLE,651 DUNLOP LANE,CLARKSVILLE,TN,37040,MONTGOMERY,0.589,0,2.011,0.567,1 out of 10,7 out of 9,7 out of 10,0.65,0,0.237,0.578,1 out of 10,0 out of 9,1 out of 10,5 out of 10,0.717,0,0.460,0.391,5 out of 10,1 out of 9,5 out of 10,0.738,0,1.639,Not Available,Not Available,Not Available,Not Available,0.726,0,1.186,2.038,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,1.248,0.654,0 out of 10,4 out of 9,4 out of 10
2024,440039,VANDERBILT UNIVERSITY MEDICAL CENTER,1211 MEDICAL CENTER DRIVE,NASHVILLE,TN,37232,DAVIDSON,0.589,0,0.669,0.904,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.811,0.877,0 out of 10,0 out of 9,0 out of 10,1 out of 10,0.717,0,0.720,0.660,1 out of 10,0 out of 9,1 out of 10,0.738,0,0.701,1.698,0 out of 10,0 out of 9,0 out of 10,0.726,0,1.653,1.544,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.487,0.318,4 out of 10,3 out of 9,4 out of 10
2024,440046,TRISTAR HORIZON MEDICAL CENTER,111 HIGHWAY 70 EAST,DICKSON,TN,37055,DICKSON,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,10 out of 10,0.717,0,0.899,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.367,0.100,8 out of 10,7 out of 9,8 out of 10
2024,440050,GREENEVILLE COMMUNITY HOSPITAL,1420 TUSCULUM BOULEVARD,GREENEVILLE,TN,37745,GREENE,0.589,0,Not Available,2.368,0 out of 10,Not Available,0 out of 10,0.65,0,0.574,2.597,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,1.326,1.198,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.962,0 out of 10,Not Available,0 out of 10,0.52,0.014,0.343,0.602,0 out of 10,0 out of 9,0 out of 10
2024,440053,SAINT THOMAS RUTHERFORD HOSPITAL,1700 MEDICAL CENTER PARKWAY,MURFREESBORO,TN,37129,RUTHERFORD,0.589,0,0.329,0.800,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.490,0.365,4 out of 10,2 out of 9,4 out of 10,0 out of 10,0.717,0,0.528,1.074,0 out of 10,0 out of 9,0 out of 10,0.738,0,2.439,Not Available,Not Available,Not Available,Not Available,0.726,0,1.004,1.013,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.688,0.557,0 out of 10,1 out of 9,1 out of 10
2024,440056,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,110 HOSPITAL DRIVE,JEFFERSON CITY,TN,37760,JEFFERSON,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,0.000,0.733,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,2.814,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.52,0.014,0.180,0.111,8 out of 10,4 out of 9,8 out of 10
2024,440058,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,185 HOSPITAL ROAD,WINCHESTER,TN,37398,FRANKLIN,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,0.000,0.662,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.526,0.218,6 out of 10,6 out of 9,6 out of 10
2024,440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,PUTNAM,0.589,0,0.384,1.801,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.825,0.925,0 out of 10,0 out of 9,0 out of 10,5 out of 10,0.717,0,0.000,0.347,5 out of 10,0 out of 9,5 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.627,2.006,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.465,0.494,1 out of 10,0 out of 9,1 out of 10
2024,440061,VOLUNTEER COMMUNITY HOSPITAL,161 MOUNT PELIA RD,MARTIN,TN,38237,WEAKLEY,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.000,0.000,10 out of 10,0 out of 9,10 out of 10
2024,440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,WASHINGTON,0.589,0,0.858,0.841,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.065,1.032,0 out of 10,0 out of 9,0 out of 10,2 out of 10,0.717,0,1.713,1.257,0 out of 10,2 out of 9,2 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.943,1.285,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.464,0.355,3 out of 10,2 out of 9,3 out of 10
2024,440065,TRISTAR NORTHCREST MEDICAL CENTER,100 NORTHCREST DRIVE,SPRINGFIELD,TN,37172,ROBERTSON,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,0.000,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.681,0.000,10 out of 10,9 out of 9,10 out of 10
2024,440068,STARR REGIONAL MEDICAL CENTER ATHENS,1114 W MADISON AVE,ATHENS,TN,37371,MCMINN,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,10 out of 10,0.717,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.297,1.336,0 out of 10,0 out of 9,0 out of 10
2024,440072,DYERSBURG REGIONAL MEDICAL CENTER,400 EAST TICKLE STREET,DYERSBURG,TN,38024,DYER,0.589,0,0.000,2.000,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.396,0.831,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,0.708,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.864,0.539,0 out of 10,3 out of 9,3 out of 10
2024,440081,LECONTE MEDICAL CENTER,742 MIDDLECREEK ROAD,SEVIERVILLE,TN,37862,SEVIER,0.589,0,Not Available,1.730,0 out of 10,Not Available,0 out of 10,0.65,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0 out of 10,0.717,0,0.000,1.629,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.52,0.014,0.490,0.090,8 out of 10,8 out of 9,8 out of 10
2024,440082,ASCENSION SAINT THOMAS HOSPITAL,4220 HARDING RD  PO BOX 380,NASHVILLE,TN,37205,DAVIDSON,0.589,0,0.904,0.653,0 out of 10,2 out of 9,2 out of 10,0.65,0,0.882,0.536,2 out of 10,3 out of 9,3 out of 10,4 out of 10,0.717,0,1.136,0.554,3 out of 10,5 out of 9,5 out of 10,0.738,0,Not Available,0.657,1 out of 10,Not Available,1 out of 10,0.726,0,0.722,1.046,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.546,0.418,2 out of 10,2 out of 9,2 out of 10
2024,440084,SWEETWATER HOSPITAL ASSOCIATION,304 WRIGHT ST,SWEETWATER,TN,37874,MONROE,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.275,0.433,2 out of 10,0 out of 9,2 out of 10
2024,440091,MEMORIAL HEALTHCARE SYSTEM  INC,2525 DESALES AVE,CHATTANOOGA,TN,37404,HAMILTON,0.589,0,0.609,0.192,7 out of 10,6 out of 9,7 out of 10,0.65,0,0.763,0.539,2 out of 10,2 out of 9,2 out of 10,7 out of 10,0.717,0,2.154,0.517,3 out of 10,7 out of 9,7 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.647,0.835,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.414,0.226,6 out of 10,4 out of 9,6 out of 10
